username,handle,postDate,responding,retweets,likes
Ria Andika,@ria_andikaa,2023-04-27T11:44:33.000Z,"Gak boleh ketinggalan nih lomba content creation competition dari @IndiHome #BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #InternetnyaIndonesia Kutip TweetAchmad Humaidy@me_idy·27 Apr#BerkontenRiaBersamaIndiHome ini aku spill lagi kategori lomba Content Creation Competition ya. Biar makin semangat buat bikin konten mau dari sisi teks (tulisan), foto, video, atau karya jurnalistik. Kalau aku mau ikut semuanya sih #AktivitasTanpaBatas #InternetnyaIndonesiaALT",,
E,@EkaOktaTS,2023-04-27T11:44:02.000Z,Membalas @salmakhanisa @IndiHomeCare dan @IndiHome Gonaku yo iyo sal. Kabeh kayak e. Keno jaringan kabel e.,,
please and curiosity,@pleasureandfear,2023-04-27T11:23:07.000Z,"@IndiHomeCare @IndiHome customer service lu benerin lah, meskipun third party kenapa jawabannya cuma template doang. Udah internet sampah, malah nawarin paket baru. Ini BUMN ga malu ya? @KemenBUMN 137",,
Tia Al-Zahira Munir,@tia_alzahira,2023-04-27T11:12:54.000Z,Berkonten ria bersama @IndiHome bisa dapetin cuan lho. Jadi siapin diri teman-teman buat ikutan yak. Buatlah konten yang menarik dan bermanfaat.#BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #InternetnyaIndonesia 9,,
Tia Al-Zahira Munir,@tia_alzahira,2023-04-27T11:11:20.000Z,"Nonton bola atau nonton film bareng keluarga bisa jadi ide konten libur lebaran yang seru lho. Jadi, jangan lupa ikutan Content Creatiin Competion dari @IndiHome siapa tau bisa menang dan dapatin cuan.#BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #InternetnyaIndonesia 15",,
Tia Al-Zahira Munir,@tia_alzahira,2023-04-27T10:59:07.000Z,"Sebelum buat konten yang menarik, jangan lupa ikutan Italks Online ""Dari Konten Jadi Cuan"" banyak ilmu yang bermanfaat dan bisa diaplikasikan langsung.@IndiHome #BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #InternetnyaIndonesia ",,1
Let's pretend that rangga doesnt exist,@gtg_rangga,2023-04-27T10:57:51.000Z,Membalas @supremesatsuki @IndiHome min ini kenapa indihome tempat saya gangguan ya,,1
Tia Al-Zahira Munir,@tia_alzahira,2023-04-27T10:57:43.000Z,"Total hafiahnya 165juta gaes, yuk ikutan dengan siapin konten terbaik kalian. Yang jago nulis, jago buat video langsung meluncur yak, deadline sampai 13 Mei 2023, jadi masih ada waktu. @IndiHome #BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #InternetnyaIndonesia ",,
Rizky Kurnia Rahman,@rizky_kurnia_r,2023-04-27T10:51:42.000Z,"Mungkin kamu ingin tahu banyak tentang Content Creation Competition bareng @IndiHome , cek aja langsung ke sini lah yauw:https://indihome.co.id/lomba-konten-indihome…#AktivitasTanpaBatas#InternetnyaIndonesia#BerkontenRiaBersamaIndiHome ",,
Rizky Kurnia Rahman,@rizky_kurnia_r,2023-04-27T10:48:54.000Z,"Sayang sekali memang, saya gak ikut lebaran di Jogja, cuma di kampung istri, kecamatan agak jauh, masih di Kabupaten Bombana. Silaturahmi lewat dunia maya, pakai #InternetnyaIndonesia, jelas @IndiHome toh. #AktivitasTanpaBatas #BerkontenRiaBersamaIndiHome ",,
stevywidia,@stevywidia,2023-04-27T09:19:19.000Z,"Internet sebagai kebutuhan yang tak  terelakkan. @IndiHome menerapkan strategi kostumisasi sesuai karakteristik yang unik dari masyarakat. #InternetnyaIndonesia #AktivitasTanpaBatas #ContentCreationCompetition youngster.idKostumisasi Jadi Strategi Jitu IndiHome Untuk Penuhi Kebutuhan Internet MasyarakatMasyarakat telah menjadikan internet sebagai kebutuhan yang tak terelakkan. Seiring dengan itu, kebutuhan tersebut juga memiliki karakteristik yang unik. Untuk",1,2
Ria Andika,@ria_andikaa,2023-04-27T09:16:01.000Z,"Inidia poster kompetisi dari @IndiHome , gimana? Seru dan menarik bgt kan untuk diikuti #BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #InternetnyaIndonesia ",,
ITmaniac,@anakITITB,2023-04-27T09:15:31.000Z,@IndiHome min mau nanya 18,,
Bensutoyo,@bensutoyo,2023-04-27T09:14:38.000Z,@IndiHome sorreee 134,,
,@bulanpoernamaaa,2023-04-27T09:14:21.000Z,@indihome min 15,,
BunnJo,@BunnJo3,2023-04-27T09:13:20.000Z,@IndiHome halo min 19,,
Ria Andika,@ria_andikaa,2023-04-27T09:09:52.000Z,"Happy bgt deh @indihome ngadain kompetisi ini, jadi wadah kreatifitas para konten kreator dan menginisiasi semangat kolaboratif #BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #InternetnyaIndonesia 20",,
Ria Andika,@ria_andikaa,2023-04-27T09:04:26.000Z,"Mumpung moment lebaran belum selesai, ajak keluarga juga untuk ikutan kompetisi dari @IndiHome ini #BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #InternetnyaIndonesia ",,
Ria Andika,@ria_andikaa,2023-04-27T09:01:38.000Z,"Oh iya kompetisi dari @IndiHome ini hadiahnya total 165 juta loh, sayang bgt kan dilewatkan #BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #InternetnyaIndonesia 16",,
Cuci Monrov,@aldikeld,2023-04-27T08:58:34.000Z,Lag banget coy @IndiHome help 2101,,
vina,@vina47094831,2023-04-27T08:51:40.000Z,@IndiHome mau nanya dong 16,,
Aisyah Putri,@AisyahP199,2023-04-27T08:47:26.000Z,halooo @IndiHome 112,,
Rizqillah Zaen,@zaen_rizqillah,2023-04-27T08:43:35.000Z,Membalas @Rinie_NOE_ dan @IndiHome Hai sinici kudo kapan mau mampir ke meja kerjaku?,,
Sam's Journal,@SamNugrohoo,2023-04-27T08:42:53.000Z,"Setelah sukses mengadakan kompetisi lomba menulis Blog sebelumnya, kali ini @IndiHome mengadakan kompetisi lagi yg lebih meriah & bertabur byk hadiah. Berupa Content Creation Competition (3C). Apa tuh?#BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #InternetnyaIndonesia ",1,4
IndiHomeCare,@IndiHomeCare,2023-04-27T08:40:06.000Z,"Membalas @tosanabs_ dan @IndiHome Hai, Kak . DM Kakak sudah direspons, silakan dicek kembali DM dari kami. Terima kasih. -Akio",,
tri wahyu handayani,@haniwidiatmoko,2023-04-27T07:56:02.000Z,"Liburan ke JKT cuma sebentar sih. Tapi engga ikut macet²an, soalnya naik KA dong. Pesen via apps, sat-set pakai internet cepat @IndiHome#BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #InternetnyaIndonesia ",1,
Faradila D. Putri,@faradilaaa,2023-04-27T07:51:31.000Z,Masing-masing lomba yang diselenggarakan oleh @IndiHome ini memiliki hadiah utama yang WOW nominalnya alhamdulillah banget. Ada yang sampai 10 juta rupiah loh! #BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #InternetnyaIndonesia GIFALT,,1
Soegino Jo Semito,@soegino1004,2023-04-27T07:50:10.000Z,Membalas @SamNugrohoo @zataligouw dan @IndiHome Wah boleh juga nih sahabat. Biar ada gambaran nanti mau buat konten dalam bentuk apa & mencari inspirasi dari narasumber.#BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #InternetnyaIndonesia,,2
Risalah,@suci_risalah,2023-04-27T07:50:00.000Z,"Yuk gais, tulis dan buat vidoe Pengalaman libur lebaran kalian dengan berkonten ria bareng @IndiHome di kompetisi content creator dan  rebut hadiahnya#BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #InternetnyaIndonesia 1103",1,
Syah Rp,@onironir,2023-04-27T07:49:50.000Z,"Helloo min @IndiHomeCare @IndiHome saya sudah restart berkali2 modem,  tp mentok di 7Mb, sedangkan bayar bulanan utk 20Mb 141",,
Diah Alfa Saadah,@diahalsa,2023-04-27T07:48:36.000Z,"Membalas @ke2nai dan @IndiHome Kalau saya kayaknya tulisan aja Mbak, belum PD nih dengan konten video, masih butuh effort lebih :D#BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #InternetnyaIndonesia",,
Mutia Ramadhani,@muthe_ramadhani,2023-04-27T07:46:26.000Z,Membalas @arigetas Asyik banget. Jadi ada bahan kalau mau ikutan lomba @IndiHome tahun ini. Ayok Mas Ari. Ikutan yok. Kali aja rezeki.,,
Soegino Jo Semito,@soegino1004,2023-04-27T07:45:36.000Z,"Jadi buat kalian sahabat para konten kreator yg berminat mengikuti lomba tsb bisa isi tautan pendaftaran yang tertera pada situs @IndiHome di bawah ini ya: https://indihome.co.id/lomba-konten-indihome…#BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #InternetnyaIndonesia indihome.co.idLomba Konten IndiHome | IndiHomeIndiHome layanan Triple Play dari Telkom yang terdiri dari Telepon Rumah, Internet on Fiber (up to 100 Mbps) dan Interactive TV dilengkapi fitur canggih lainnya",,2
Faradila D. Putri,@faradilaaa,2023-04-27T07:42:45.000Z,Ada 4 kompetisi lomba karya tulis dan juga lomba karya visual di ajang @indihome Content Creation Competition. Ada Photo CompetitionVideo CompetitionBlog Competition Journalist Competition#BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #InternetnyaIndonesia 252,,2
Diah Alfa Saadah,@diahalsa,2023-04-27T07:42:28.000Z,"Membalas @siskadwyta dan @IndiHome gambarnya lucu-lucu ya Kak, gumuussshh lihatnya. #BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #InternetnyaIndonesia",,
ain,@nibiru_ain,2023-04-27T07:42:21.000Z,p @indihome lemot bgt jaringannya 2254,,
Amicytia Nadzilah,@anadzilah12,2023-04-27T07:41:08.000Z,"Sekarang setelah kembali lagi dari liburan. dan berada di tanah rantau mulai lagi aktif produktif dan berkonten.Kali ini @IndiHome mengadakan content creation competition, yuk ikutan#BerkontenRiaBersamaIndiHome#InternetnyaIndonesia #AktivitasTanpaBatas ",,1
utari ninghadiyati,@ninghadiyati,2023-04-27T07:41:02.000Z,"https://instagram.com/reel/Crf0kiYsV8j/?igshid=YmMyMTA2M2Y=…Yuk ikutan lomba @IndiHome dengan tema ""berkonten ria bersama IndiHome"" menangkan hadiah hingga ratusan juta. #InternetnyaIndonesia #AktivitasTanpaBatas #Berkontenriabersamaindihome #indihomevideocompetition instagram.comUtari ninghadiyati (@utari_ninghadiyati) • Instagram reel",,
Supadilah,@supadilah,2023-04-27T07:33:05.000Z,Liburan di kampung main di ladang. Asyik banget. Sambil nyari konten untuk promosi hal bermanfaat. Sekalian buat lomba @IndiHome #BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #InternetnyaIndonesia ,,
gulagulali,@gulagulalilegit,2023-04-27T07:29:13.000Z,"Asyiknya bisa lancar ngonten dengan @IndiHome #BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #InternetnyaIndonesia Kutip TweetAchi Hartoyo@achi_hartoyo·27 AprKarena jaringan #InternetnyaIndonesia yang super lancar dari IndiHome, pasti aktivitas ngonten kalian makin mulus. So, jangan jangan sampe ketinggalan ikut lombanya#BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas",,3
Eka Murti,@JagatMaheswari,2023-04-27T07:27:36.000Z,Lomba Content Creation Competition dari @IndiHome masih bisa diikuti ya. Terakhir submit konten tanggal 13 Mei 2023. Main cepat makin bagus . #BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #InternetnyaIndonesia 23,,
Soegino Jo Semito,@soegino1004,2023-04-27T07:26:19.000Z,Sahabat sudah pernah dengar info terbaru & teraktual belum dari @IndiHome ? Insya Allah kevalidannya sudah bisa terkonfirmasi. Jadi akan ada Content Creation Competition di rumah tahun ini. Yeay!#BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #InternetnyaIndonesia ,2,3
Mutia Ramadhani,@muthe_ramadhani,2023-04-27T07:24:45.000Z,"Kirim zakat ke kampung atau sedekah, smw bisa lewat online. Smw juga berkat jaringan internet cepat di rumah via @IndiHome#BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #InternetnyaIndonesia muthebogara.blogRamadhan Datang, Nabung Dulu atau Sedekah Dulu?Islam adalah agama yang sangat detail mengajarkan umatnya mengatur keuangan, salah satunya sedekah di bulan Ramadhan.",,
Hendra Suhendra,@Hendras_1981,2023-04-27T07:23:38.000Z,"Dengan mengandalkan koneksi internet yang lancar dan stabil dari @IndiHome, saya jadi lebih semangat untuk ngonten Saat liburan, saya jadi lebih fokus untuk membuat konten. Produktivitas juga meningkat #BerkontenRiaBersamaIndiHome#AktivitasTanpaBatas#InternetnyaIndonesia ",1,2
Mutia Ramadhani,@muthe_ramadhani,2023-04-27T07:23:31.000Z,"Hal paling kusyukuri tahun ini: anakku perdana puasa sbulan penuh. Tarawih + murajaahnya gak pernah bolong. Berkat @IndiHome anak bljr byk hal ttg puasa lewat online di rmh.#BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #InternetnyaIndonesia muthebogara.blogBerkat Wifi Rumah, Mengenalkan Puasa kepada Anak Jadi Lebih MudahPemanfaatan wifi rumah untuk memudahkan orang tua mengajarkan ibadah Ramadhan pada buah hati dengan cara-cara menyenangkan.",,
Eka Murti,@JagatMaheswari,2023-04-27T07:17:35.000Z,Jangan ngaku Content Creator kalau nggak ikutan Content Creation Competition@IndiHome nih. #BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #InternetnyaIndonesia Kutip TweetAbd@abdularea·27 AprSaatnya maksimalkan potensi di dunia digital secara optimal dengan ikutan iTalks Online karena ada tips and terik yang akan dishare oleh Ka Zata Ligouw#BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #InternetnyaIndonesia,,
Witri Prasetyo Aji,@Witri_TheWriter,2023-04-27T07:06:18.000Z,"Lomba dari @IndiHome kali ini emang paket komplit, kalian mau ikutan yang mana Tweeps?#BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #InternetnyaIndonesia Kutip TweetAchi Hartoyo@achi_hartoyo·27 AprGak cuma nulis, yang suka bikin konten foto atau video bisa ikut Karya Visual seperti foto atau video juga ada kategori lomba Photo & Video Competition#BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #InternetnyaIndonesia",,2
arigetas.com,@arigetas,2023-04-27T07:06:15.000Z,"Oh iya, lomba bikin konten dari @IndiHome  ini bisa diintip di sini, dan masih cukup waktu nih buat bikin sekarang pas masih libur  gini.. https://indihome.co.id/lomba-konten-indihome… #BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #InternetnyaIndonesia indihome.co.idLomba Konten IndiHome | IndiHomeIndiHome layanan Triple Play dari Telkom yang terdiri dari Telepon Rumah, Internet on Fiber (up to 100 Mbps) dan Interactive TV dilengkapi fitur canggih lainnya",,1
Nissa Rudyati,@nissardyt,2023-04-27T07:06:01.000Z,"Halo @IndiHome @IndiHomeCare mau nanya ini kenapa yah internet wifi indihome ku sudah 2 hari tidak menyala setelah terjadinya pemadaman listrik, mohon bantuannya 365",,
Witri Prasetyo Aji,@Witri_TheWriter,2023-04-27T07:03:00.000Z,"Membalas @Rinie_NOE_ @IndiHome ini emang ngebantu bgt, aku juga tinggal di desa, dulu masalah internet selalu bikin mumet #BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #InternetnyaIndonesia",,
Misiii ୧⍤⃝,@pohontomat,2023-04-27T07:02:46.000Z,Ikutan yuk lomba konten dari @indihome. Hadiahnya banyak dan kesempatan menangnya juga banyak! #BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #InternetnyaIndonesia 12,,
_taf ⑰,@boosksksk,2023-04-27T07:01:40.000Z,Not now  @IndiHome @IndiHomeCare 147,,
Witri Prasetyo Aji,@Witri_TheWriter,2023-04-27T07:01:17.000Z,"Kalau aku sih pakai @IndiHome enggak cuma buat ngonten aja, tapi juga buat hiburan. nonton Bu Tejo jadi makin seru https://diajengwitri.id/2023/04/13/rekomendasi-film-indonesia-tilik-the-series/…#BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #InternetnyaIndonesia diajengwitri.idRekomendasi Film Indonesia Tilik The SeriesRekomendasi film Indonesia Tilik The Series, Bu Tejo sebagai tim suksesnya Pak Tejo yang mencalonkan diri sebagai calon lurah dan berhadapan",2,4
Bety Kristianto,@bety_kristianto,2023-04-27T07:00:47.000Z,"Makanya, kalok punya stok artikel,  foto atau video jangan dianggurin, Shaay! Cobain deh ikutin lomba kayak kompetisi konten dari @IndiHome ini nih! Hadiahnya gak kaleng2 kan?#BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas#InternetnyaIndonesia ",,1
txt adri_,@txt_adrian,2023-04-27T07:00:21.000Z,"Konten kamu coba deh diikut sertakan di Conten Creation Competition (3C) yang di selenggarakan oleh @IndiHome, karena banyak hadiah yang menggoda di sana #BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #InternetnyaIndonesia 20",,
Witri Prasetyo Aji,@Witri_TheWriter,2023-04-27T07:00:10.000Z,"Menurut aku, koneksi internet @IndiHome itu cepat dan stabil. Mau langganan juga mudah banget..https://diajengwitri.id/2023/03/03/penuhi-kebutuhan-internet-cepat-dengan-indihome/…#BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #InternetnyaIndonesia diajengwitri.idPenuhi Kebutuhan Internet Cepat dengan IndiHomeMendaftar layanan internet rumah dengan IndiHome, cukup unduh myIndiHome yang memudahkan pelanggan untuk pendaftaran paket internet cepat.",1,3
_taf ⑰,@boosksksk,2023-04-27T06:59:48.000Z,@IndiHome @IndiHomeCare 23,,
Diah Alfa Saadah,@diahalsa,2023-04-27T06:59:36.000Z,"Namanya freelancer, blogger, liburnya itu kita yang tentukan. Jadi meski libur, tapi kalau mau tetap kerja ya kerja aja. Syukurnya di rumah pakai Internet cepat dan stabil dari @IndiHome doong. #BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #InternetnyaIndonesia 146",,1
Thurneysen,@ThaddiusStak,2023-04-27T06:56:23.000Z,"Kalau saya sih, sudah mulai ngedaft tulisan untuk Content Creation Competition. Semoga saja tahun ini berhasil mendapatkan yang terbaik.#BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #InternetnyaIndonesia @IndiHome ",,1
IG: @ke2nai (Myra Anastasia),IG: @ke2nai (Myra Anastasia),2023-04-27T06:55:35.000Z,Lebih sk bikin konten video drpd tulisan atau sebaliknya?Di kompetisi @IndiHome ada bbrp kategori. Blogger dan jurnalis bs ikut lomba karya tulis. Yg suka karya visual bs ikut video/photo competition#BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #InternetnyaIndonesia 143,,
Achmad Humaidy,@me_idy,2023-04-27T06:55:26.000Z,"Dalam siaran rilis yang aku baca, Vice President Marketing Management PT Telkom Indonesia (Persero) Tbk E. Kurniawan mengatakan “Content Creation Competition akan jadi kegiatan tahunan rutin yang @IndiHome selenggarakan""#BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas 136",,
gulagulali,@gulagulalilegit,2023-04-27T06:55:04.000Z,"Adanya kompetisi ini sesuai dgn visi @IndiHome ya gaes, yaitu untuk menginisiasi semangat kolaboratif sekaligus memberi wadah berkarya bagi konten kreator nasional dan mendukung brand superiority IndiHome#BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #InternetnyaIndonesia 423",,4
Witri Prasetyo Aji,@Witri_TheWriter,2023-04-27T06:54:27.000Z,"Dengan adanya Content Creator Competition ini, @IndiHome berharap bakalan lahir para konten kreator dengan karya yang unik dan tentunya tetap positif #BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #InternetnyaIndonesia 11437",1,4
Fine,@SusuRenyah,2023-04-27T06:54:12.000Z,"Saran aja @IndiHome ketimbang ngabisin anggaran buat sewa akun-akun buzzer kek gini yang uda jelas uda pasti menghabiskan dana, mending tingkatin layanan aja ",,1
Dyah Ayu Novitasari,@Dyahummuaura,2023-04-27T06:54:02.000Z,"Biar fokus dan lancar. Aku editnya pas balik ke rumah aja. Soalnya di rumah, kami pake jaringan internet lancar dari @IndiHome #BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #InternetnyaIndonesia 228",,2
Asih Mufisya,@mufisya,2023-04-27T06:53:46.000Z,"Buat kamu yang suka bikin konten, momen ini bisa dimanfaatkan banget lho. Ikutan lomba konten dari @IndiHome yang hadiahnya senilai 165 juta. Kerenkan, yuk masih ada waktu nih!#BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas#InternetnyaIndonesia ",,
Rizky Kurnia Rahman,@rizky_kurnia_r,2023-04-27T06:53:23.000Z,"Bismillah...Setelah Idul Fitri, kamu ngapain aja nih? Ikutan yuk lomba konten bersama @IndiHome #BerkontenRiaBersamaIndiHome#AktivitasTanpaBatas #InternetnyaIndonesia ",1,1
Thurneysen,@ThaddiusStak,2023-04-27T06:52:52.000Z,Untuk memperbesar peluang menang pada Content Creation Competition-nya @IndiHome  kudu cepat-cepat nge-draft. Biar bisa hasilnya maksimal.#BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #InternetnyaIndonesia 15,,
Ubay | Blogger Padang,@beyubaystory,2023-04-27T06:45:51.000Z,"Kalo ikut Content Creation Competition (3C) by @IndiHome ini apa ya hadiahnya? Nih, ada total hadiah sebesar Rp 165 juta sebagai bentuk apresiasi untuk 30 karya konten terbaik loh. Asik banget gk tahu#BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #InternetnyaIndonesia GIFALT",,
IG: @ke2nai (Myra Anastasia),IG: @ke2nai (Myra Anastasia),2023-04-27T06:44:58.000Z,Ngomong-ngomong tentang konten. @IndiHome ngadain Content Creation Competition. Yuk ikutan!#BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #InternetnyaIndonesia ,,3
Ria Andika,@ria_andikaa,2023-04-27T06:44:49.000Z,"Siang tweeps aku mau kasih info menarik nih, ada banyak hadiah dari @IndiHome #BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #InternetnyaIndonesia 219",,2
VK,@Monovalen_,2023-04-27T06:43:48.000Z,Membalas @helenamantra dan @IndiHome Rencananya mau ikut lomba apa ka?,,
,@april_hamsa,2023-04-27T06:43:40.000Z,Semangat yuk yang mau ikutan Content Creation Competition @IndiHome.Aku temenin juga nih bikin kontennya.Semoga salah satu karya kita nyantol jadi pemenang yaa. Aamiin.#BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #InternetnyaIndonesia 141,,1
Lintang Gumilang,@ntanglintang_,2023-04-27T06:43:35.000Z,"Ngomong2 bikin konten, IndiHome lagi ngadain lomba seru yang temanya ""Berkonten Ria Bersama IndiHome"". Gilaak total hadiahnya 165 juta brooo. #BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #InternetnyaIndonesia@IndiHome ",,2
Dewi Sulistiawaty,@DewiSulistiawty,2023-04-27T06:43:10.000Z,"Apalagi kl didukung dgn internet cepat di rumah, yaitu @IndiHome jadi tambah semangat ngontennya, krn bisa cepat prosesnya, mulai dari bikin kontennya, ngedit, hingga proses tayangnya.#BerkontenRiaBersamaIndiHome#AktivitasTanpaBatas#InternetnyaIndonesia 105",,
Evi Fadliah ◡̈,@Evi_Fadliah,2023-04-27T06:42:55.000Z,"Untuk temen2 kreator bisa mendaftarkan karya yang telah dibuat pada tanggal 26 April hingga 13 Mei 2023 melalui microsite yang tersedia niy.Tau nggak, apa tujuan @IndiHomebikin kompetisi ini?#BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #InternetnyaIndonesia 129",,1
Husnul Khotimah,@inuels,2023-04-27T06:42:42.000Z,"Nah ada kabar gembira nih buat kalian yang juga suka ngonten. Kalian bisa ikutan C3, apaan tu? Content Creation competition dari @IndiHome dengan hadiah yang wow banget. #AktivitasTanpaBatas #InternetnyaIndonesia  #BerkontenRiaBersamaIndiHome ",,2
Thurneysen,@ThaddiusStak,2023-04-27T06:42:12.000Z,"Nah, selama libur lebaran juga saya ternyata menemukan informasi yang sangat penting. Salah satunya, info “Content Creation Competition”. Hadiahnya menggiurkan lho! Totalnya Rp. 165 juta.#BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #InternetnyaIndonesia @IndiHome ",,1
"Review Drakor, Kmovie, Czennie (.◜◡◝)",@LendyReny,2023-04-27T06:37:07.000Z,"Jadi, siap doonk..Tetap berkarya bersama @IndiHome Gak hanya utk kerja, tp Indihome punya banyak layanan buat healing tipis-tipis, yakni tayangan IndiHome TV dan layanan OTT Video Streaming.#Berkontenriabersamaindihome #AktivitasTanpaBatas #InternetnyaIndonesia GIFALT",,1
niimasachsanii,@niimasachsanii,2023-04-27T06:36:09.000Z,"Yap. Beruntungnya ada @IndiHome yang bisa diandalkan ketika buat konten2 semacam ini. Jaringannya yang ngebut, buat kita bisa lebih cepat menyelesaikan pekerjaan dan cuus berkunjung ke saudara2 #BerkontenRiaBersamaIndiHome #AktivitasTanpaBata #InternetnyaIndonesia 12",,
,@april_hamsa,2023-04-27T06:35:09.000Z,"Ada yang mau ikutan? Atau malah sudah posting dan mendaftarkan karyanya di kompetisi @IndiHome kali ini?Waaahh, saya masih ngedraft nih#BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #InternetnyaIndonesia 35",,
Siwi Ragil,@siwiragils,2023-04-27T06:34:46.000Z,"Kuylah..jangan sampe ketinggalan ya tweps buat ikutan Conten Creator Competition dari @IndiHome Sayang banget kalau sampe gak ikutan, akupun ngiler banget sama hadiahnya dengan total 160juta #BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #InternetnyaIndonesia 17",,
Ubay | Blogger Padang,@beyubaystory,2023-04-27T06:32:29.000Z,#BerkontenRiaBersamaIndiHome ini seru juga. Mumpung lagi libur lebaran kan? Ada stok konten kan? Mending ikut juga deh Content Creation Competition (3C) by @IndiHome dan dapatkan hadiah yang totalnya ratusan juta rupiah loh #AktivitasTanpaBatas #InternetnyaIndonesia ,,2
sitatur_rohmah,@sitatur,2023-04-27T06:32:24.000Z,Begitulah pernak pernik lebaran yang selalu seru untuk dibicarakan. Yang jauh dan bisa mudik masih bisa ketemu yang nggak bisa mudik bisa bersilaturahmi lewat @IndiHome #InternetnyaIndonesia#BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas lebaran dari mana aja tetap berkesan ,,2
Mindful Me,@helenamantra,2023-04-27T06:30:49.000Z,"Simak info lengkap Lomba IndiHome di flyer dan cari tahu S&K di https://indihome.co.id/lomba-konten-indihome… . Terbuka untuk umum dan tanpa dipungut biaya. Ayo ikutan! #BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #InternetnyaIndonesia@IndiHome indihome.co.idLomba Konten IndiHome | IndiHomeIndiHome layanan Triple Play dari Telkom yang terdiri dari Telepon Rumah, Internet on Fiber (up to 100 Mbps) dan Interactive TV dilengkapi fitur canggih lainnya",2,2
Achmad Humaidy,@me_idy,2023-04-27T06:30:20.000Z,Content Creation Competition (3C) ini sejalan dengan visi @IndiHome untuk inisiasi semangat kolaboratif sekaligus memberi wadah berkarya bagi konten kreator dalam lingkup nasional. Semangat berkarya!#BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #InternetnyaIndonesia 23,,
Yanti,@yantialif2,2023-04-27T06:29:41.000Z,"Kalau liburannya dikampung banyak pemandangan indah, aku sih selalu bikin konten foto atau video buat nambah konten yang bisa aku share medsos lalu bisa ikutan juga lomba bkin konten dari @indihome #BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #InternetnyaIndonesia 1139",1,1
Mindful Me,@helenamantra,2023-04-27T06:29:23.000Z,"Ikut aja Content Creation Competition dg tema Berkonten Ria Bersama IndiHome. Total hadiahnya 165juta rupiah! Masya Allah ... mantul, mantab betul!RT info ini yah@IndiHome#BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #InternetnyaIndonesia ",3,8
