username,handle,postDate,responding,retweets,likes
raa,@noraachyy,2023-07-06T10:07:40.000Z,Replying to @cherrylouvfr @IndiHomeCare and @IndiHome sama woy,,
velyn.ᐟ,@iloveuryu,2023-07-06T09:43:57.000Z,@IndiHomeCare @indihome min ini kok daripagi gabisa connect internet terus kenapa ya? 193,,
Chello!,@desssertbox,2023-07-06T09:37:22.000Z,@IndiHome min ini wifiku error dari pagi apa karena hujan ya? 272,,
Jhon Kadal,@Jhonceunah,2023-07-06T09:36:01.000Z,@IndiHome sore min 142,,
Nugroho,@nugrophile,2023-07-06T09:35:19.000Z,"Replying to @defbogar13 @hllkirom and @IndiHome Engga bro, disamping tombol on off ada lubang kecil, tekan ada pake tusuk gigi atau apa gitu sampe lampu² nya ngereset sendiri, terus buka ip di laptop buat diganti nama wifi nya kembali",,
Stu.zein,@StefanAlbert_,2023-07-06T09:34:07.000Z,@indihome sore min 142,,
Zulfan,@zvlfn,2023-07-06T09:32:28.000Z,Replying to @Ikhlasamal24 @IndiHomeCare and @IndiHome Kasih paham khlas,,
Fauzan M R,@FauzanP57740240,2023-07-06T09:30:23.000Z,baca DM ku yuk min @IndiHome 135,,
Adam Maulana putra,@AdamMaulanaput8,2023-07-06T09:27:29.000Z,@IndiHomeCare @IndiHome mohon bantuannya cek dm dari saya ya 25,,
Anze Radha,@AnzeRadha,2023-07-06T09:13:57.000Z,@IndiHome mau tanya 135,,
Aisyah Putri,@AisyahP199,2023-07-06T09:13:40.000Z,P @IndiHome 134,,
Jamur Payung,@payung_jamur,2023-07-06T09:13:21.000Z,@IndiHome lemot woi 250,,
Novario Estabilizo,@NEstabilizo,2023-07-06T09:12:41.000Z,halo @IndiHome 147,,
kenzie rino,@KenzieRino,2023-07-06T09:05:31.000Z,TOLONG INDIHOME NGELAG BNGTT COKKKK@INDIHOME 2179,,1.0
Iwan Juniar,@IwanGenter,2023-07-06T08:59:54.000Z,Alo @TelkomCare @IndiHomeCare @IndiHome dirumah saya tidak berfungsi. Mohon ditangani segera. Terimakasih. 247,,
Aku,@ReyMarchell,2023-07-06T08:58:41.000Z,Seriusan ini indihome FUP nya 100gb??  bulan lalu gua abis 700gb speed masih normal aja sampe akhir bulan.. @IndiHome @IndiHomeCare ,,
Aku,@ReyMarchell,2023-07-06T08:53:47.000Z,fup indihome skrg cuma 100gb ya?? @IndiHome @IndiHomeCare 148,,
Iwan Kuswara,@iwan_kuswara,2023-07-06T07:59:04.000Z,Replying to @kegblgnunfaedh @IndiHomeCare @indihomejkt @IndiHome kenapa lagi ini... kirain dirumah sy aja... eh tetangga juga sama.... wilayah Setiabudi Jakarta Selatan.,,
Iwan Kuswara,@iwan_kuswara,2023-07-06T07:57:28.000Z,@IndiHomeCare @indihomejkt @IndiHome kenapa lagi ini... kirain dirumah sy aja... eh tetangga juga sama.... wilayah Setiabudi Jakarta Selatan. ,,
FabulousMommy,@FebryMeuthia,2023-07-06T07:55:53.000Z,Teman2 pelanggan @IndiHome kalian ga perlu daftar ulang. Seluruh paket dan layanan yang kamu nikmati tidak ada perubahan tarif dan tidak berpengaruh terhadap Poin myIndiHome kamu.  Aman yaKamu masih bisa menikmati layanan seperti biasa seperti sebelumnya!#BersatuLebihMudah ,2.0,1.0
Aku,@ReyMarchell,2023-07-06T06:31:57.000Z,Ga paham lg sama @IndiHome @IndiHomeCare dr kemaren malem masih gini2 aja.. ,,
Aku,@ReyMarchell,2023-07-06T05:28:18.000Z,Katanya mau di selesaikan di DM.. tp dr semalem DM sy ga d bales2.. boro2 penanganan DM aja kaga d bales.. ini seriusan FUP indihome skrg segini setiap bulan???? @IndiHomeCare @IndiHome ,,
LORENZO LAMAAR,@_whateverrrrrrr,2023-07-06T05:14:14.000Z,"Mungkin ada yang bisa kasih saran ISP yang gercep perihal pelayanan pelanggan tidak seperti @IndiHome di sunter jaya, Jakarta Utara. , 45",,
Bapak rayyan,@ReyRzq13,2023-07-06T05:05:23.000Z,dari bali major kita paham bahwa @IndiHome platform internet terbaik di indonesia. Terima kasih Biznet 300,,
Maridi,@MDimursi,2023-07-06T04:46:32.000Z,Halo @IndiHome saya mau tanya kenapa jaringan saya bapuk sekali yaaa.... tolong dibantu karena ini buat bekerja 352,,
Bagus,@Bagus3131_,2023-07-06T04:39:29.000Z,Saya mau tutup semua layanan indihome saya @IndiHome 236,,
Andika,@Andikadika_26,2023-07-06T04:31:41.000Z,@IndiHome  akses inet lambat aku min 3110,,
Defri Bogar,@defbogar13,2023-07-06T04:23:45.000Z,Replying to @nugrophile @hllkirom and @IndiHome Resetnya itu hnya tekan tombol on/off ya bro ?,,
alee,@vviibuu,2023-07-06T04:22:15.000Z,"@IndiHome min aku dri bulan kmren udh berhenti langganan Indihome, tapi blum copot sambungan kabel WiFi dirumah, ini perlu teknisi atau gimana min? 288",,
Egha Permana™,@egHa_jLeq,2023-07-06T04:12:23.000Z,"Min @IndiHome @IndiHomeCare mau berhenti berlangganan internet indihome gmn caranya, di DM lama banget blsnya 140",,
Zani,@YaniSuryani1212,2023-07-06T04:08:05.000Z,Saya mau berhnti langganan min @IndiHome 233,,
yaa,@khaaawl,2023-07-06T03:22:49.000Z,@IndiHome cek dm minn 135,,
Akoor Siallagan,@akoorphs,2023-07-06T03:13:30.000Z,"Sudah dari 1 Jul mengajukan pindah alamat, hingga tgl 6 ini msh belum ada kepastian dari @IndiHome @IndiHomeCare. @Telkomsel Mungkin bisa bantu spy dipercepat. Mengingat saya WFH dan harus online. ",,
Surya_,@Neonboxyellow,2023-07-06T02:48:18.000Z,@IndiHome @IndiHomeCare pak @erickthohir ,,
Surya_,@Neonboxyellow,2023-07-06T02:36:59.000Z,Hallo @IndiHome hallo @IndiHomeCare bagaimana ini jaringan saya kok belum ada progres. Sudah puluhan jam nungguin. Tetangga lancar aja tuh. Pak @erickthohir gimana pelayanan ke pelanggan tahunan kok begini ,,
AlWeb | Vaissel,@AlWebDC,2023-07-05T23:44:30.000Z,"#XionExpedition https://twitter.com/burnt_/status/1675867797832843264…@ArisBot4@IndiHome@Telkomsel Quote TweetBurnt (XION)@burnt_·Jul 3Announcing another step in the #XionExpedition!The community has seen remarkable growth, and now is the perfect time to come together to collectively define our unique identityTasks to participate and leave a lasting impression available on @Galxehttps://galxe.com/burnt/campaign/GCLUGUW1T6…",,
Al Fathir | #CloudBase | DackieSwap,@Habib_AlFathir,2023-07-05T23:44:02.000Z,"#XionExpedition https://twitter.com/burnt_/status/1675867797832843264… @ArisBot4 @IndiHome @Telkomsel Quote TweetBurnt (XION)@burnt_·Jul 3Announcing another step in the #XionExpedition!The community has seen remarkable growth, and now is the perfect time to come together to collectively define our unique identityTasks to participate and leave a lasting impression available on @Galxehttps://galxe.com/burnt/campaign/GCLUGUW1T6…",,
IndiHome Depok,@indihome_depok,2023-07-05T23:26:54.000Z,"Sekarang @indihome sudah resmi #BersatuLebihMudah bersama @telkomsel loh, Sob!Tentunya bakal banyak kejutan yang akan menanti  So, stay tune 0:08",,
3_Echo,@triono_eko,2023-07-05T22:27:18.000Z,"@IndiHomeCare @IndiHome @TelkomIndonesia @Telkomsel ini Indihome dlm sebulan bs bolak balik mati kenapa ya, udh mahal2 byrnya koneksinya msh busuk aja. 2152",,
Telkomsel,@Telkomsel,2023-07-05T18:41:07.000Z,"Replying to @mrisz4 @IndiHome and 3 others Xabi cek saat ini udah ada nomor tiket IN164925643 dan akan dibantu prioritaskan penanganannya ya, Kak. Mohon berkenan menunggu prosesnya ya. Makasih :) -Xabi",,
mrisza,@mrisz4,2023-07-05T18:10:36.000Z,"Replying to @Telkomsel Itu jadwal visit yg dipaksakan. Harusnya visit malam ini, td teknisinya telpon katanya gangguan masal jadi ga perlu visit dan nanti gangguannya akan hilang sendiri. Masak tiap minggu @IndiHome  gangguan masal? @IndiHomeCare @TelkomIndonesia @erickthohir",,
Surya_,@Neonboxyellow,2023-07-05T17:54:04.000Z,Langganan @IndiHome udah 5 tahun lebih kadang memang sering telat bayar. Tapi saya bayar. Kenapa main putus inet aja. Apakah nomer ho saya ada yang menggunakan di nomer indihome lain? 188,,
Surya_,@Neonboxyellow,2023-07-05T17:42:06.000Z,Kirain bener ada gangguan nunggi udah 36 jam malah katanya ada yang putus. @IndiHome @IndiHomeCare ... keluar nomer tiket aja barusan sesudah ngetweet disini sampe nhetag pak @erickthohir 11110,,1.0
Surya_,@Neonboxyellow,2023-07-05T17:35:01.000Z,Nunghu 36 jam baru keluar nomer tiket @IndiHomeCare @IndiHome dan kenapa saya ga bisa akses myindihome apk. Data saya kok tumpanh tindih. Dah berbulan2 ada yang nagih instalasi diluar kota. Posisi saya di kota tasik. Yang yertagih di kabupaten mana. 273,,
Aku,@ReyMarchell,2023-07-05T17:33:37.000Z,"berasa di prank sama @IndiHomeCare @IndiHome beli addons supaya kerjaan cepet selesai, eh malah di paksa begadang lg grgr internetnya nyungsep.. ",,
mrisza,@mrisz4,2023-07-05T17:15:05.000Z,"Minggu lalu @indihome gangguan aja belum ada kompensasinya & masih bayar penuh. Sekarang sdh gangguan lagi. Teknisi baru saja dgn entengnya bilang ""lagi ada gangguan massal"". Terus dibiarin aja gitu? solusinya apa? @IndiHomeCare @Telkomsel @TelkomIndonesia @erickthohir 1395",,
mas NuG,@nugros_id,2023-07-05T16:43:53.000Z,@IndiHome tidak ada jaringan internet kenapa ya gesya 1101,,
mrisza,@mrisz4,2023-07-05T16:30:11.000Z,"Baru seminggu normal, internet @IndiHome putus lagi. Kayaknya gak jodoh @Telkomsel dengan @IndiHomeCare , malah makin banyak errornya. @TelkomIndonesia @erickthohir ",,
dof,@howcathartic,2023-07-05T15:37:46.000Z,@IndiHome kenapa deh lu 330,,
MF Rais,@MF_Rais,2023-07-05T15:37:03.000Z,@IndiHome si tiba-tiba tagihan melonjak 132,,
ale,@globiess,2023-07-05T15:03:47.000Z,@indihome ini knp ngelag bgtya 353,,
dirort,@llochaa,2023-07-05T14:20:46.000Z,Replying to @kecapup and @IndiHome SHELWOQODHEJA9DNEHELP,,
kecap manis,@kecapup,2023-07-05T14:18:30.000Z,Replying to @llochaa and @IndiHome they love their no 1 customer  (i'm their no 1 hater),,1.0
dementor,@fahleviathan,2023-07-05T14:17:50.000Z,"Ini gimana nih, balik2 ke rumah lampu modem kedap kedip warna merah dari tadi @IndiHomeCare @IndiHome 181",,
LongSongLong,@Ahb79520371,2023-07-05T14:06:22.000Z,@IndiHome cek dm min 136,,
dirort,@llochaa,2023-07-05T13:40:24.000Z,Replying to @kecapup and @IndiHome they replied,,
Arin PM,@najeeeeeeemark,2023-07-05T13:38:13.000Z,Indihome agak² bgt yakaliii Buka YouTube doanh nunggu 5menit . Untung kalo muncul lah ini kotak2 doang. Knp si lo itu @IndiHomeCare @IndiHome 128,,
ᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠ,@iamuwuphobia,2023-07-05T13:37:07.000Z,wifi @IndiHome maupun paket data @Telkomsel sama sama lemot banget ya ckck 1111,,
Security Komplek,@dennispohan,2023-07-05T13:21:39.000Z,"Meriang badan ku ngeliat kecepatan internet @IndiHomeCare @IndiHome saat ini, saban malam mesti kek telek...udah 1 bulan bengek mau browsing, paket bulanan sama kya 1 slop rokok...hedehhhh min..min...Apa krna mentri mu keciduk korupsi kh jd bandwitch nya di turunin ",1.0,1.0
Joma,@Joma01181743,2023-07-05T12:51:23.000Z,@IndiHome haii min 137,,
Julyani Christanty_,@Christanty_95,2023-07-05T12:50:51.000Z,Replying to @TelkomCare and @IndiHome Ka bantu caranya kàlo internet tdk tersambung terus,,
fitri,@fitri_141495,2023-07-05T12:50:00.000Z,cek dm saya @IndiHome 144,,
kecap manis,@kecapup,2023-07-05T12:49:35.000Z,Replying to @kecapup @IndiHome tolong benerin wifinya,,
Muhammad Rifki,@Rifkikibot,2023-07-05T12:47:14.000Z,@IndiHome Cek dm 16,,
Raymond Maelissa,@Reyz_94,2023-07-05T12:45:01.000Z,Dang man @IndiHome @IndiHomeCare  koneksi lambat amat. Kocak kali #indihomelagparah ,,
azkia,@the1andonlyzia,2023-07-05T12:32:18.000Z,@IndiHome hari ini uda dua kali ni tiba2 mati aja wifi 233,,
Stu.zein,@StefanAlbert_,2023-07-05T12:06:53.000Z,Hai min @indihome 149,,
Jhon Kadal,@Jhonceunah,2023-07-05T12:04:06.000Z,Malam min @IndiHome 139,,
Mrs.Kwon (권),@windskd_,2023-07-05T11:26:40.000Z,Min kenapa skrg ga bisa bayar @IndiHomeCare @IndiHome pake mbanking bni yak ? Selalu bacaannya nomer pelanggan tidak terdaftar di database. Tp bayar lewat alfa bs. 103170,3.0,
TT,@spicynu666et,2023-07-05T11:24:45.000Z,@IndiHome dm min 157,,
Petra,@fossilcicak,2023-07-05T11:13:39.000Z,bang wifi tb tb gaada internetnya bang @IndiHome 288,,
SPS,@Yasmin160118,2023-07-05T10:50:10.000Z,bantu saya mau upgrade speed @IndiHome 2106,,
BWR,@Belawr77965871,2023-07-05T10:49:40.000Z,wifi lemot ini min @IndiHome 2149,,
Andi Odank,@AndiOda68941289,2023-07-05T10:49:11.000Z,halloo admin @IndiHome 1104,,
supramen,@leslaiii3,2023-07-05T10:48:32.000Z,bantu dong @IndiHome 137,,
Fitri Yani,@FitriYa8756578,2023-07-05T10:48:15.000Z,@IndiHome cdm cepet 132,,
Zani,@YaniSuryani1212,2023-07-05T10:37:18.000Z,@IndiHome cek dm saya 131,,
Rio,@Rio94138428,2023-07-05T10:36:35.000Z,soree @IndiHome 151,,
Bagus,@Bagus3131_,2023-07-05T10:34:48.000Z,@IndiHome mau tanya dong min 127,,
Anze Radha,@AnzeRadha,2023-07-05T10:07:06.000Z,tolong ya @IndiHome jangan berulah 263,,
Sadan,@itsdan02,2023-07-05T10:06:57.000Z,Halo min @IndiHome 142,,
Aisyah Putri,@AisyahP199,2023-07-05T10:06:41.000Z,@IndiHome haloooo 136,,
lecxa,@xZinuuzzz,2023-07-05T10:02:35.000Z,"@IndiHome mau cabut langganan nih, jarang kepake soalnye 139",,
IndiHome Borneo,@indihomeborneo,2023-07-05T10:01:25.000Z,"Sekarang @indihome sudah resmi #BersatuLebihMudah bersama @telkomsel loh, Sob!Tentunya bakal banyak kejutan yang akan menanti  So, stay tune ",5.0,8.0
Saint Raffael,@SaintRaffael,2023-07-05T09:57:34.000Z,Ada 3 pihak yang gw salahkan atas kekalahan gw1. @IndiHome 2. Johnny G Plate (yang ini paling kontol)3. Server gamenya ,,
douvre,@douvreamazed,2023-07-05T09:50:28.000Z,@IndiHome halo mau tanya min 119,,
Aris,@Aris_4s,2023-07-05T09:39:13.000Z,@IndiHome cek dm min 123,,
sagita_mania,@sagitamania123,2023-07-05T09:15:24.000Z,Halo Min mau tanya @IndiHome 143,,
kepret,@criminalitiy,2023-07-05T08:48:11.000Z,@IndiHome 147,,
higherthoughtsofmeh,@haiertots,2023-07-05T08:35:28.000Z,"Replying to @anggaprayogie99 @IndiHomeCare and 2 others CEO, soaknya vangkrut",,
higherthoughtsofmeh,@haiertots,2023-07-05T08:34:25.000Z,Replying to @anggaprayogie99 @IndiHomeCare and @IndiHome Ganti @BiznetHome dehhh HAHAHA,,
IndiHomeCare,@IndiHomeCare,2023-07-05T08:18:48.000Z,"Replying to @fckysptn and @IndiHome Hai, Sobat.Mohon maaf atas ketidak nyamanan-nya, untuk permintaan berhenti berlangganan layanan IndiHome-nya bisa kami bantu. Konfirmasi dan koordinasi progres selanjutnya via DM  akun kami @IndiHomeCare ya, Kak. Terima kasih -Vexa",,
Johana Krisna Ariesta S,@JohanaKriesta,2023-07-05T08:09:56.000Z,"Replying to @putufelisia @IndiHome and @IndiHomeCare Gak mau ganti aja, mbak ??Eheeee.....",,
Sals,@salspearce,2023-07-05T07:52:23.000Z,"Replying to @IndiHomeCare Udah direfresh aja gini lagi loh, parah @IndiHome @IndiHomeCare yakali refresh mulu sehari 3x kaya minum obat aja -_____-",,
fansarsenal,@fckysptn,2023-07-05T07:32:04.000Z,"@IndiHome min,Saya DM dari pagi gak dibalas. 127",,
Endzy.,@solehaters,2023-07-05T06:54:37.000Z,Ini kenapa lagi indihome? Tiba tiba internet mati @IndiHomeCare @IndiHome @TelkomCare 192,,
IndiHomeCare,@IndiHomeCare,2023-07-05T06:42:28.000Z,"Replying to @sepakbola_bravo @erickthohir and @IndiHome Hai, Sobat. Maaf ya, saat ini IndiHome belum ada informasi Hak Siar mengenai tayangan Liga 1 BRI. Jika berkenan, Sobat dapat berlangganan layanan Vidio untuk menyaksikan siaran langsung dan siaran ulangnya. -Sira",,
putu felisia || novelis dan lifestyle blogger,@putufelisia,2023-07-05T06:33:48.000Z,"Hari kedua @IndiHome mati. Teknisi@IndiHomeCare katanya mau datang, mana? Selama pakai Indihome, tumben skrg pelayanannya lama ... Knp bs downgrade gini coba? Dah 2 hari lho ini mati 273",,
Gina Putri Mulyadi,@ginaarputri,2023-07-05T06:15:22.000Z,"Yg katanya udh selesai mana min? Gak kelar2 kayaknya perkara gak bisa nonton HBO Go pdhl sblmya udh punya akun dan email yg sama di Indihome. Trs nyuruh teknisi dateng kerumah utk apa? Jgn minta maaf min, selesein dl baru minta maaf. @IndiHomeCare @IndiHome @indihomejkt ",,
chandra rendy,@john_uyeee,2023-07-05T05:57:03.000Z,Saya mau melaporkan atas no id 152302104849 terjadi trouble lampu indikator warna merah dan wifi sejak pagi tidak bisa di gunakan @IndiHomeCare @IndiHome @IndihomeFiber 275,,
IndiHomeCare,@IndiHomeCare,2023-07-05T05:53:19.000Z,"Replying to @ginaarputri @MediaKonsumenID and 2 others Hai, Kak Gina. Mohon maaf atas ketidaknyamanannya ya. Jika sampai saat ini masih belum bisa login ke HBO GO. Luna sudah follow-up kembali dengan nomor laporan IN164901035 dan akan dikawal prosesnya ya, Kak. Jangan khawatir, kami maksimalin agar segera tersolusikan. :) -Luna",,
♡,@noturbaaeeee,2023-07-05T04:35:50.000Z,"plis bgt ini mah wifinya down parah, dm ga dibales”  @IndiHomeCare @IndiHome 1157",,
sehat ja?,@hopeless_369,2023-07-05T04:14:28.000Z,"Replying to @sosmedkeras Tolong dong indihome jaringannya di benerin, masa cuma bisa buka IG aja, parah sihh ini @IndiHome",,
thusando,@thusando,2023-07-05T03:51:42.000Z,@IndiHome @IndiHomeCare sampah memang ,,
who?,@chelialx,2023-07-05T02:19:53.000Z,Hallo @IndiHomeCare @IndiHome kok saya mau ganti nama wifi gak bisa ini? Tulisanya salah password terus padahal ngga ,,
ivo-kun,@ivokun,2023-07-05T01:45:52.000Z,Replying to @MrOngDedy @IndiHome and @IndiHomeCare Kayak gini emang harus punya sales yg bisa dipegang,,
arisaijaz,@arisaijaz,2023-07-05T01:41:35.000Z,Replying to @amr1wahyud1n and @Telkomsel @Telkomsel dan @IndiHome kan resmi sudah jadi satu sejak 1 Juli kemarin juga.,,
Dedy Ong,@MrOngDedy,2023-07-05T01:05:49.000Z,"Proses migrasi paket Internet di @IndiHome @IndiHomeCare ternyata ribet ya. Sudah call 25 menit ke 147, dijanjikan ada email/wa/konfirmasi tapi nihil.Chat ke 08116147147 super lelet responnya. Urusan migrasi aja sejak jam 2 siang kemaren, sampe pagi ini blom kelar.Kocak 21665",,1.0
HAHAHIHI,@uangmrkrab,2023-07-05T01:03:38.000Z,"@IndiHome wifi indihome ku kok udah 16 jam los merah terus yaa, padahal udah di reset juga. tolong dong ini gimanaaa 2121",,
Sasa,@cakee_girll,2023-07-05T01:02:52.000Z,"indihome knpaa sihh, minimal kalau ada perbaikan bilang dong min @IndiHomeCare @IndiHome 156",,
TARLIHIN,@TARLIHIN1,2023-07-05T00:30:22.000Z,@IndiHome DM ku kok belum ditanggapi min. Dari kemarin indihome ku ndak bisa. Mohon bisa segera ditangani 139,,
Jimmy Anse M,@JimmyAnse,2023-07-04T19:12:14.000Z,Ada mslah apa malam2 gni? @IndiHome ?? 263,,
megan ,@supermeeng,2023-07-04T18:07:29.000Z,@IndiHomeCare @IndiHome kenapa wifi mati ya kak sy dr cirebon jabar 171,,
megan ,@supermeeng,2023-07-04T17:47:21.000Z,@IndiHome @IndiHome kak wifi di cirebon kenapa mati ya 369,,
bukan sendal jepit,@GemBa_24,2023-07-04T16:47:34.000Z,Replying to @hadid_0416 @Telkomsel and @IndiHome Ternyata ga gua sendirian,,
Hadid 0416,@hadid_0416,2023-07-04T16:46:21.000Z,Replying to @GemBa_24 @Telkomsel and @IndiHome Sama gua juga kayak gitu tadi,,1.0
,@ssenaaaa_,2023-07-04T16:11:16.000Z,Replying to @aprillagagah07 and @IndiHome oya? emang kek kontol moonton abis patch update. udah mah bug analog aja ngeselin,,1.0
Aprilla Gagah,@aprillagagah07,2023-07-04T16:09:15.000Z,"Replying to @ssenaaaa_ and @IndiHome ML nya keknya bang, saya juga soalnya",,
,@ssenaaaa_,2023-07-04T16:06:40.000Z,"Replying to @ssenaaaa_ @IndiHome sama aja, gabisa maen mobile legend dengan aman",,
Gina Putri Mulyadi,@ginaarputri,2023-07-04T15:56:24.000Z,"4x tlp ke cust service cm dikasih nomer tiket yg katanya mau di tlp, tp tlp hny berdering sekali, pas mau diangkat keburu mati. Trakhir diminta log in ke website yg pas dibuka trnyata nihil. Aku gak tau lagi yah harus gmn @MediaKonsumenID @mediaindonesia @IndiHomeCare @IndiHome ",,
Gina Putri Mulyadi,@ginaarputri,2023-07-04T15:53:37.000Z,Hi min @MediaKonsumenID aku mau lapor mengenai pengalamanku yg tdk puas dgn pelayanan @IndiHomeCare @IndiHome dikarenakan sudah 2 minggu berjalan tp aku tdk bisa menonton di HBO Go pdhl sebelumnya aku punya akun HBO Go dgn email yg sama connect ke IndiHome. 191,,
Sir Dadang Heryanto,@DadangHeryanto1,2023-07-04T15:21:00.000Z,"Gimana sih layanan @Indihome ini, gak ada jaringan berhari-hari. 1181",1.0,1.0
dwiyp,@dwiyulianp2,2023-07-04T14:48:41.000Z,tolong dong @IndiHome masa iya gangguan terosssss 2102,,
zkrm,@zkrmza,2023-07-04T14:30:17.000Z,@IndiHome hallo saya pelanggan dengan ID 121527200762 ingin berhenti berlanggan dikarenakan saya sudah pindah kota. 362,,
Fikri Abd,@FikriThoink,2023-07-04T14:28:30.000Z,"Halo @IndiHomeCare @IndiHome internet saya udh mati dari tdi siang...Mhon penanganannya segera sblm saya laporkan ke aldi taher,makasih 1125",,
amar,@acceswasdenied,2023-07-04T14:15:07.000Z,Ini telkom semenjak kasus korupsi bts johny yes papa jdi sering banget ilang sinyal. Knapa ini? @Telkomsel @IndiHome 1106,,
Ady Gunawan Nasution,@ady_gunawan,2023-07-04T13:38:45.000Z,Replying to @Kutemo48 @IndiHome and @IndiHomeCare Laporin aja mas,,
Ady Gunawan Nasution,@ady_gunawan,2023-07-04T13:37:58.000Z,Replying to @IndiHomeCare Halo @IndiHome @IndiHomeCare ini solusinya bagaimana ???Masalahnya apa ini yang bikin koneksinya terputus ???,,
Edo Kuswanto,@Kutemo48,2023-07-04T13:06:59.000Z,"Replying to @ady_gunawan @IndiHome and @IndiHomeCare Nah sama mas, saya juga gitu, dari siang mati hidup di HP nya.",,1.0
Rinal Dinata,@rinaldinata,2023-07-04T13:00:33.000Z,@IndiHome @IndiHomeCare apakah LIGA 1 BRI 2023/2024 di siarkan di Usee Sport?#Liga1 #Liga2 #ligaindonesia #sepakbola #sport 186,,
.,@heyayay_,2023-07-04T12:58:25.000Z,Capek banget gue sama lu! @IndiHome 1189,,1.0
Ady Gunawan Nasution,@ady_gunawan,2023-07-04T12:53:50.000Z,"Replying to @ady_gunawan @IndiHome @IndiHomeCare solusinya gimana ini ???Ini sangat mengganggu pekerjaan, lagi kerja tiba² koneksi terputus",,
Ady Gunawan Nasution,@ady_gunawan,2023-07-04T12:48:58.000Z,"@IndiHomeCare @IndiHome kenapa ini koneksi sering putus ???Sejak sore status wifi ""tersambung tanpa internet"" 2134",,
halim,@Halim02_ID,2023-07-04T11:40:16.000Z,Bajingan indihome @indihomecare @indihome @mytelkonsel 1118,,
bdrn,@itskindang,2023-07-04T11:23:37.000Z,indihome seaneh ini ya?padahal akun milik pribadi dan udh ada paket internet tapi malah disuruh add ons .@IndiHome @IndiHomeCare #Indihome ,,
